text,label
"Hội đồng quản trị lập danh sách cổ đông được nhận cổ tức, xác định mức cổ tức được trả đối với từng cổ phần, thời hạn và hình thức trả chậm nhất là 30 ngày trước mỗi lần trả cổ tức. Thông báo về trả cổ tức được gửi bằng phương thức để bảo đảm đến cổ đông theo địa chỉ đăng ký trong sổ đăng ký cổ đông chậm nhất là 15 ngày trước khi thực hiện trả cổ tức. Thông báo phải bao gồm các nội dung sau đây: a) Tên công ty và địa chỉ trụ sở chính của công ty; b) Họ, tên, địa chỉ liên lạc, quốc tịch, số giấy tờ pháp lý của cá nhân đối với cổ đông là cá nhân; c) Tên, mã số doanh nghiệp hoặc số giấy tờ pháp lý của tổ chức, địa chỉ trụ sở chính đối với cổ đông là tổ chức; d) Số lượng cổ phần từng loại của cổ đông; mức cổ tức đối với từng cổ phần và tổng số cổ tức mà cổ đông đó được nhận; đ) Thời điểm và phương thức trả cổ tức; e) Họ, tên, chữ ký của Chủ tịch Hội đồng quản trị và người đại diện theo pháp luật của công ty. 5. Trường hợp cổ đông chuyển nhượng cổ phần của mình trong thời gian giữa thời điểm kết thúc lập danh sách cổ đông và thời điểm trả cổ tức thì người chuyển nhượng là người nhận cổ tức từ công ty. 6. Trường hợp chi trả cổ tức bằng cổ phần, công ty không phải làm thủ tục chào bán cổ phần theo quy định tại các điều 123, 124 và 125 của Luật này. Công ty phải đăng ký tăng vốn điều lệ tương ứng với tổng mệnh giá các cổ phần dùng để chi trả cổ tức trong thời hạn 10 ngày kể từ ngày hoàn thành việc thanh toán cổ tức.",Luật Thương mại
"Căn cứ để kháng nghị theo thủ tục tái thẩm Bản án, quyết định của Tòa án đã có hiệu lực pháp luật bị kháng nghị theo thủ tục tái thẩm khi có một trong những căn cứ sau đây: 1. Mới phát hiện được tình tiết quan trọng của vụ án mà đương sự đã không thể biết được trong quá trình giải quyết vụ án; 2. Có cơ sở chứng minh kết luận của người giám định, lời dịch của người phiên dịch không đúng sự thật hoặc có giả mạo chứng cứ; 3. Thẩm phán, Hội thẩm nhân dân, Kiểm sát viên cố ý làm sai lệch hồ sơ vụ án hoặc cố ý kết luận trái pháp luật; 4. Bản án, quyết định hình sự, hành chính, dân sự, hôn nhân và gia đình, kinh doanh, thương mại, lao động của Tòa án hoặc quyết định của cơ quan nhà nước mà Tòa án căn cứ vào đó để giải quyết vụ án đã bị hủy bỏ.",Luật Hành chính
"Giải quyết yêu cầu về xem xét chứng cứ và hoãn phiên tòa khi có người vắng mặt Chủ tọa phiên tòa phải hỏi Kiểm sát viên và những người tham gia tố tụng có mặt tại phiên tòa xem có ai yêu cầu triệu tập thêm người làm chứng hoặc yêu cầu đưa thêm vật chứng, tài liệu ra xem xét hay không. Nếu có người tham gia tố tụng vắng mặt hoặc tuy có mặt tại phiên tòa nhưng vì lý do sức khỏe không thể tham gia tố tụng thì chủ tọa phiên tòa phải hỏi xem có ai yêu cầu hoãn phiên tòa hay không; nếu có người yêu cầu thì Hội đồng xét xử xem xét, quyết định. Mục V. THỦ TỤC TRANH TỤNG TẠI PHIÊN TÒA",Luật Hình sự
"Xác định tiền lãi đối với khoản nợ 1. Kể từ ngày ra quyết định mở thủ tục phá sản, các khoản nợ được tiếp tục tính lãi theo thỏa thuận nhưng được tạm dừng việc trả lãi. Trường hợp Thẩm phán ra quyết định đình chỉ tiến hành thủ tục phá sản theo quy định tại Điều 86 của Luật này, đình chỉ thủ tục phục hồi hoạt động kinh doanh theo quy định tại điểm a khoản 1 Điều 95 của Luật này thì việc tạm dừng trả lãi chấm dứt, các bên tiếp tục thực hiện việc trả lãi theo thỏa thuận. 2. Đối với khoản nợ mới phát sinh sau khi mở thủ tục phá sản đến thời điểm tuyên bố doanh nghiệp, hợp tác xã phá sản thì tiền lãi của khoản nợ đó được xác định theo thỏa thuận nhưng không trái với quy định của pháp luật. 3. Kể từ ngày ra quyết định tuyên bố doanh nghiệp, hợp tác xã phá sản thì khoản nợ không được tiếp tục tính lãi.",Luật Hành chính
"Xác định thiệt hại 1. Thiệt hại được bồi thường là thiệt hại thực tế đã phát sinh, các khoản lãi quy định tại các điều 23, 24, 25, 26 và 27 của Luật này và chi phí khác quy định tại Điều 28 của Luật này. 2. Giá trị thiệt hại được bồi thường được tính tại thời điểm thụ lý hồ sơ yêu cầu bồi thường quy định tại Điều 43 của Luật này hoặc tại thời điểm Tòa án cấp sơ thẩm xác định giá trị thiệt hại đối với trường hợp quy định tại khoản 1 Điều 52 và Điều 55 của Luật này. Trường hợp người yêu cầu bồi thường khởi kiện yêu cầu Tòa án giải quyết yêu cầu bồi thường theo quy định tại khoản 2 Điều 52 của Luật này thì giá trị thiệt hại vẫn được tính tại thời điểm thụ lý hồ sơ yêu cầu bồi thường trước đó. 3. Khoảng thời gian làm căn cứ xác định thiệt hại được bồi thường quy định tại các khoản 3, 4 và 5 Điều 23, Điều 24, các khoản 1, 2 và 3 Điều 25, các khoản 1, 2, 3 và điểm a khoản 4 Điều 26, khoản 3 Điều 27 của Luật này được tính từ ngày phát sinh thiệt hại thực tế cho đến khi chấm dứt thiệt hại đó. Chính phủ quy định chi tiết khoản này.",Luật Dân sự
"Hủy bản án, quyết định của Toà án đã giải quyết vụ án và đình chỉ việc giải quyết vụ án Hội đồng giám đốc thẩm quyết định hủy bản án, quyết định của Toà án đã giải quyết vụ án và đình chỉ việc giải quyết vụ án, nếu trong quá trình xét xử sơ thẩm, xét xử phúc thẩm có một trong các trường hợp quy định tại khoản 1 Điều 120 của Luật này. Toà án cấp giám đốc thẩm giao lại hồ sơ vụ án cho Toà án đã xét xử sơ thẩm để trả lại đơn khởi kiện cùng tài liệu, chứng cứ kèm theo cho người khởi kiện, nếu có yêu cầu.",Luật Hình sự
"Xử lý việc tạm đình chỉ thi hành án dân sự, giải quyết vụ việc 1. Trường hợp Tòa án nhân dân ra quyết định không mở thủ tục phá sản, Tòa án nhân dân, Trọng tài, cơ quan thi hành án dân sự đã ra quyết định tạm đình chỉ theo quy định tại Điều 41 của Luật này ban hành quyết định hủy bỏ quyết định tạm đình chỉ. 2. Trường hợp Tòa án nhân dân ra quyết định mở thủ tục phá sản, Tòa án nhân dân, Trọng tài, cơ quan thi hành án dân sự đã ra quyết định tạm đình chỉ theo quy định tại Điều 41 của Luật này phải ra quyết định đình chỉ và chuyển hồ sơ vụ việc cho Tòa án nhân dân đang tiến hành thủ tục phá sản để giải quyết. 3. Trường hợp Tòa án nhân dân ra quyết định đình chỉ tiến hành thủ tục phá sản theo quy định tại khoản 1 Điều 86 của Luật này và đình chỉ thủ tục phục hồi hoạt động kinh doanh quy định tại điểm a khoản 1 Điều 95 của Luật này thì Tòa án nhân dân, Trọng tài, cơ quan thi hành án dân sự ra quyết định hủy bỏ quyết định đình chỉ quy định tại khoản 2 Điều này và giải quyết theo quy định của pháp luật.",Luật Hành chính
"Những hoạt động phải được Ủy ban Chứng khoán Nhà nước chấp thuận 1. Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán phải được Ủy ban Chứng khoán Nhà nước chấp thuận bằng văn bản trước khi thực hiện các hoạt động sau đây: a) Tạm ngừng hoạt động, trừ trường hợp tạm ngừng do nguyên nhân bất khả kháng; b) Chào bán và niêm yết chứng khoán của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán tại nước ngoài; c) Đầu tư gián tiếp ra nước ngoài; d) Thành lập, đóng cửa chi nhánh, văn phòng đại diện trong nước và nước ngoài; thành lập công ty con tại nước ngoài; thay đổi nghiệp vụ kinh doanh tại chi nhánh; thành lập, đóng cửa phòng giao dịch; đ) Thay đổi tên, địa điểm chi nhánh, văn phòng đại diện, phòng giao dịch; e) Thực hiện dịch vụ quy định tại điểm b khoản 1 Điều 86 của Luật này. 2. Chi nhánh công ty chứng khoán và công ty quản lý quỹ nước ngoài tại Việt Nam khi tạm ngừng hoạt động theo quy định tại điểm a khoản 1 Điều này phải được Ủy ban Chứng khoán Nhà nước chấp thuận bằng văn bản trước khi thực hiện. 3. Chính phủ quy định chi tiết điều kiện, hồ sơ, trình tự, thủ tục chấp thuận các hoạt động quy định tại Điều này.",Luật Tài chính - Ngân hàng
"Hiệu lực thi hành 1. Luật này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2011. 2. Pháp lệnh thủ tục giải quyết các vụ án hành chính ngày 21 tháng 5 năm 1996, Pháp lệnh sửa đổi, bổ sung một số điều của Pháp lệnh thủ tục giải quyết các vụ án hành chính số 10/1998/PL-UBTVQH10 và số 29/2006/PL-UBTVQH11 hết hiệu lực kể từ ngày Luật này có hiệu lực.",Luật Hành chính
"Đình chỉ xét xử phúc thẩm vụ án 1. Tòa án cấp phúc thẩm ra quyết định đình chỉ xét xử phúc thẩm vụ án trong các trường hợp sau đây: a) Trường hợp quy định tại điểm a khoản 1 Điều 143 của Luật này; b) Trường hợp trả lại đơn kháng cáo theo quy định của Luật này mà Tòa án cấp phúc thẩm đã thụ lý hồ sơ vụ án; c) Người kháng cáo rút toàn bộ kháng cáo hoặc Viện kiểm sát rút toàn bộ kháng nghị; d) Người kháng cáo được triệu tập hợp lệ lần thứ hai mà vẫn vắng mặt, trừ trường hợp họ đề nghị Tòa án xét xử vắng mặt hoặc trường hợp có sự kiện bất khả kháng, trở ngại khách quan; đ) Các trường hợp khác mà pháp luật có quy định. 2. Trường hợp người kháng cáo rút toàn bộ kháng cáo hoặc Viện kiểm sát rút toàn bộ kháng nghị trước khi Tòa án cấp phúc thẩm ra quyết định đưa vụ án ra xét xử phúc thẩm thì Thẩm phán được phân công làm Chủ tọa phiên tòa ra quyết định đình chỉ xét xử phúc thẩm; trong trường hợp người kháng cáo rút toàn bộ kháng cáo, Viện kiểm sát rút toàn bộ kháng nghị sau khi Tòa án cấp phúc thẩm ra quyết định đưa vụ án ra xét xử phúc thẩm thì Hội đồng xét xử phúc thẩm ra quyết định đình chỉ xét xử phúc thẩm. Trong các trường hợp này, bản án, quyết định sơ thẩm có hiệu lực pháp luật từ ngày Tòa án cấp phúc thẩm ra quyết định đình chỉ xét xử phúc thẩm. 3. Trường hợp người kháng cáo rút một phần kháng cáo hoặc Viện kiểm sát rút một phần kháng nghị thì Hội đồng xét xử phúc thẩm nhận định về việc người kháng cáo rút một phần kháng cáo, Viện kiểm sát rút một phần kháng nghị và quyết định đình chỉ xét xử phần kháng cáo, kháng nghị đó trong bản án phúc thẩm.",Luật Hình sự
"Thời hạn chuẩn bị xét xử phúc thẩm 1. Trong thời hạn 30 ngày kể từ ngày thụ lý vụ án, tùy từng trường hợp, Tòa án cấp phúc thẩm ra một trong các quyết định sau đây: a) Tạm đình chỉ xét xử phúc thẩm vụ án; b) Đình chỉ xét xử phúc thẩm vụ án; c) Đưa vụ án ra xét xử phúc thẩm. 2. Quyết định đưa vụ án ra xét xử phúc thẩm phải có nội dung quy định tại khoản 2 Điều 247 của Luật này. 3. Quyết định đưa vụ án ra xét xử phúc thẩm phải được gửi cho những người có liên quan đến kháng cáo, kháng nghị và Viện kiểm sát cùng cấp kèm theo hồ sơ vụ án. Trong thời hạn 05 ngày làm việc kể từ ngày nhận được hồ sơ vụ án, Viện kiểm sát nghiên cứu và trả lại hồ sơ vụ án cho Tòa án. Trường hợp Tòa án ra quyết định chuyển vụ án sang giải quyết theo thủ tục thông thường theo quy định tại khoản 2 Điều 246 của Luật này thì thời hạn chuẩn bị xét xử vụ án được tính theo quy định tại khoản 3 Điều 246 của Luật này. 4. Trường hợp có quyết định tạm đình chỉ xét xử phúc thẩm vụ án thì thời hạn chuẩn bị xét xử phúc thẩm được tính lại kể từ ngày quyết định hủy bỏ, quyết định tạm đình chỉ vụ án của Tòa án có hiệu lực pháp luật.",Luật Hình sự
"Xem xét, quyết định hoãn phiên tòa khi có người vắng mặt Khi có người tham gia tố tụng vắng mặt tại phiên tòa mà không thuộc trường hợp Tòa án phải hoãn phiên tòa thì chủ tọa phiên tòa phải hỏi xem có ai đề nghị hoãn phiên tòa hay không; nếu có người đề nghị thì Hội đồng xét xử xem xét, quyết định theo thủ tục do Bộ luật này quy định và có thể chấp nhận hoặc không chấp nhận; trường hợp không chấp nhận thì phải nêu rõ lý do.",Luật Hình sự
"Hồ sơ, nội dung thẩm định đề nghị chấp thuận chủ trương đầu tư 1. Hồ sơ đề nghị chấp thuận chủ trương đầu tư dự án đầu tư do nhà đầu tư đề xuất bao gồm: a) Văn bản đề nghị thực hiện dự án đầu tư, gồm cả cam kết chịu mọi chi phí, rủi ro nếu dự án không được chấp thuận; b) Tài liệu về tư cách pháp lý của nhà đầu tư; c) Tài liệu chứng minh năng lực tài chính của nhà đầu tư gồm ít nhất một trong các tài liệu sau: báo cáo tài chính 02 năm gần nhất của nhà đầu tư; cam kết hỗ trợ tài chính của công ty mẹ; cam kết hỗ trợ tài chính của tổ chức tài chính; bảo lãnh về năng lực tài chính của nhà đầu tư; tài liệu khác chứng minh năng lực tài chính của nhà đầu tư; d) Đề xuất dự án đầu tư gồm các nội dung chủ yếu sau: nhà đầu tư hoặc hình thức lựa chọn nhà đầu tư, mục tiêu đầu tư, quy mô đầu tư, vốn đầu tư và phương án huy động vốn, địa điểm, thời hạn, tiến độ thực hiện, thông tin về hiện trạng sử dụng đất tại địa điểm thực hiện dự án và đề xuất nhu cầu sử dụng đất (nếu có), nhu cầu về lao động, đề xuất hưởng ưu đãi đầu tư, tác động, hiệu quả kinh tế - xã hội của dự án, đánh giá sơ bộ tác động môi trường (nếu có) theo quy định của pháp luật về bảo vệ môi trường.",Luật Tài chính - Ngân hàng
"Bảo đảm hiệu lực quyết định của Tòa án Việt Nam công nhận và cho thi hành hoặc không công nhận bản án, quyết định dân sự của Tòa án nước ngoài; công nhận và cho thi hành phán quyết của Trọng tài nước ngoài 1. Bản án, quyết định dân sự của Tòa án nước ngoài được Tòa án Việt Nam công nhận và cho thi hành tại Việt Nam có hiệu lực pháp luật như bản án, quyết định dân sự của Tòa án Việt Nam đã có hiệu lực pháp luật và được thi hành theo thủ tục thi hành án dân sự. Bản án, quyết định dân sự của Tòa án nước ngoài không được Tòa án Việt Nam công nhận thì không có hiệu lực pháp luật tại Việt Nam, trừ trường hợp đương nhiên được công nhận quy định tại Điều 431 của Bộ luật này. 2. Phán quyết của Trọng tài nước ngoài được Tòa án Việt Nam công nhận và cho thi hành tại Việt Nam có hiệu lực pháp luật như quyết định của Tòa án Việt Nam đã có hiệu lực pháp luật và được thi hành theo thủ tục thi hành án dân sự. 3. Bản án, quyết định dân sự của Tòa án nước ngoài, phán quyết của Trọng tài nước ngoài chỉ được thi hành tại Việt Nam sau khi quyết định của Tòa án Việt Nam công nhận và cho thi hành bản án, quyết định của Tòa án nước ngoài, phán quyết của Trọng tài nước ngoài đó có hiệu lực pháp luật.",Luật Dân sự
"5. Trước khi hết thời hạn quản chế 03 ngày hoặc trong thời hạn 03 ngày kể từ ngày nhận được quyết định của Tòa án về miễn chấp hành thời hạn quản chế còn lại, Ủy ban nhân dân cấp xã bàn giao hồ sơ kiểm soát, giáo dục cho cơ quan thi hành án hình sự Công an cấp huyện để cấp giấy chứng nhận chấp hành xong án phạt quản chế. Giấy chứng nhận phải gửi cho người chấp hành án, Ủy ban nhân dân cấp xã nơi người đó cư trú, Tòa án đã ra quyết định thi hành án, Sở Tư pháp nơi cơ quan thi hành án hình sự Công an cấp huyện cấp giấy chứng nhận chấp hành xong án phạt quản chế có trụ sở. 6. Trường hợp người chấp hành án chết, Ủy ban nhân dân cấp xã nơi người chấp hành án cư trú thông báo cho cơ quan thi hành án hình sự Công an cấp huyện để thông báo cho Tòa án đã ra quyết định thi hành án. Trong thời hạn 03 ngày làm việc kể từ ngày nhận được thông báo, Tòa án đã ra quyết định thi hành án phải ra quyết định đình chỉ thi hành án và gửi cho cơ quan thi hành án hình sự Công an cấp huyện, Viện kiểm sát cùng cấp, Ủy ban nhân dân cấp xã nơi người chấp hành án cư trú, Sở Tư pháp nơi Tòa án đã ra quyết định thi hành án có trụ sở.",Luật Hình sự
"Hồ sơ đăng ký doanh nghiệp của công ty hợp danh 1. Giấy đề nghị đăng ký doanh nghiệp. 2. Điều lệ công ty. 3. Danh sách thành viên. 4. Bản sao Thẻ căn cước công dân, Giấy chứng minh nhân dân, Hộ chiếu hoặc chứng thực cá nhân hợp pháp khác của các thành viên. 5. Bản sao Giấy chứng nhận đăng ký đầu tư đối với nhà đầu tư nước ngoài theo quy định của Luật đầu tư.",Luật Thương mại
"Trình tự, thủ tục chào bán và chuyển nhượng trái phiếu riêng lẻ 1. Công ty quyết định phương án chào bán trái phiếu riêng lẻ theo quy định của Luật này. 2. Công ty công bố thông tin trước mỗi đợt chào bán cho nhà đầu tư đăng ký mua trái phiếu và thông báo đợt chào bán cho sở giao dịch chứng khoán ít nhất 01 ngày làm việc trước ngày dự kiến tổ chức đợt chào bán trái phiếu. 3. Công ty công bố thông tin về kết quả của đợt chào bán cho các nhà đầu tư đã mua trái phiếu và thông báo kết quả đợt chào bán đến sở giao dịch chứng khoán trong thời hạn 10 ngày kể từ ngày kết thúc đợt chào bán trái phiếu. 4. Trái phiếu phát hành riêng lẻ được chuyển nhượng giữa các nhà đầu tư đáp ứng điều kiện về đối tượng mua trái phiếu riêng lẻ quy định tại khoản 2 Điều 128 của Luật này, trừ trường hợp thực hiện theo bản án, quyết định của Tòa án đã có hiệu lực pháp luật, phán quyết của Trọng tài có hiệu lực hoặc thừa kế theo quy định pháp luật. 5. Căn cứ quy định của Luật này và Luật Chứng khoán, Chính phủ quy định chi tiết về loại trái phiếu, hồ sơ, trình tự, thủ tục phát hành và giao dịch trái phiếu riêng lẻ; công bố thông tin; phát hành trái phiếu ra thị trường quốc tế.",Luật Thương mại
"Thụ lý đơn yêu cầu mở thủ tục phá sản Tòa án nhân dân thụ lý đơn yêu cầu mở thủ tục phá sản khi nhận được biên lai nộp lệ phí phá sản, biên lai nộp tạm ứng chi phí phá sản. Trường hợp không phải nộp lệ phí phá sản, tạm ứng chi phí phá sản thì thời điểm thụ lý được tính từ ngày Tòa án nhân dân nhận đơn yêu cầu mở thủ tục phá sản hợp lệ.",Luật Hành chính
"Quy trình xét duyệt đối tượng thuê, thuê mua 1. Các đối tượng thuộc diện được thuê, thuê mua nhà ở xã hội phải có đơn nộp cho cơ quan, tổ chức, đơn vị nơi người đó đang làm việc. 2. Căn cứ quy định tại Điều 53 và Điều 54 của Luật này, các cơ quan, tổ chức, đơn vị phải xác nhận cho người có đơn về đối tượng và điều kiện được thuê, thuê mua nhà ở xã hội. Sau khi được cơ quan, tổ chức, đơn vị xác nhận, người có nhu cầu thuê, thuê mua nhà ở xã hội gửi đơn đến Uỷ ban nhân dân cấp tỉnh để xem xét, quyết định. 3. Uỷ ban nhân dân cấp tỉnh căn cứ vào quỹ nhà ở xã hội và đối chiếu với các quy định tại Mục này để quyết định người được thuê, thuê mua, quy định trình tự, thủ tục thuê, thuê mua nhà ở xã hội. Trường hợp quỹ nhà ở xã hội chưa đáp ứng nhu cầu thì việc cho thuê, thuê mua phải thực hiện theo thứ tự ưu tiên.",Luật Hành chính
"Thủ tục phiên tòa phúc thẩm 1. Thủ tục bắt đầu phiên tòa và thủ tụng tranh tụng tại phiên tòa phúc thẩm được tiến hành như phiên tòa sơ thẩm nhưng trước khi xét hỏi, một thành viên của Hội đồng xét xử trình bày tóm tắt nội dung vụ án, quyết định của bản án sơ thẩm, nội dung kháng cáo, kháng nghị. 2. Chủ toạ phiên tòa hỏi người kháng cáo có thay đổi, bổ sung, rút kháng cáo hay không; nếu có thì chủ tọa phiên tòa yêu cầu Kiểm sát viên trình bày ý kiến về việc thay đổi, bổ sung, rút kháng cáo. Chủ toạ phiên tòa hỏi Kiểm sát viên có thay đổi, bổ sung, rút kháng nghị hay không; nếu có thì chủ tọa phiên tòa yêu cầu bị cáo và những người liên quan đến kháng nghị trình bày ý kiến về việc thay đổi, bổ sung, rút kháng nghị. 3. Khi tranh tụng tại phiên tòa, Kiểm sát viên, người khác liên quan đến kháng cáo, kháng nghị phát biểu ý kiến về nội dung kháng cáo, kháng nghị; Kiểm sát viên phát biểu quan điểm của Viện kiểm sát về việc giải quyết vụ án.",Luật Hành chính
"Tham gia của nhà đầu tư nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài trên thị trường chứng khoán Việt Nam 1. Nhà đầu tư nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài khi tham gia đầu tư, hoạt động trên thị trường chứng khoán Việt Nam tuân thủ quy định về tỷ lệ sở hữu nước ngoài, điều kiện, trình tự, thủ tục đầu tư theo quy định của pháp luật về chứng khoán và thị trường chứng khoán. 2. Chính phủ quy định chi tiết tỷ lệ sở hữu nước ngoài, điều kiện, trình tự, thủ tục đầu tư, việc tham gia của nhà đầu tư nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài trên thị trường chứng khoán Việt Nam.",Luật Tài chính - Ngân hàng
"Thủ tục xem xét bản án tử hình trước khi thi hành 1. Thủ tục xem xét bản án tử hình trước khi thi hành được thực hiện: a) Sau khi bản án tử hình có hiệu lực pháp luật, hồ sơ vụ án phải được gửi ngay cho Chánh án Tòa án nhân dân tối cao và bản án phải được gửi ngay cho Viện trưởng Viện kiểm sát nhân dân tối cao; b) Sau khi đã xem xét hồ sơ vụ án để quyết định kháng nghị hoặc quyết định không kháng nghị giám đốc thẩm hoặc tái thẩm, Tòa án nhân dân tối cao phải chuyển hồ sơ vụ án cho Viện kiểm sát nhân dân tối cao. Trong thời hạn 01 tháng kể từ ngày nhận được hồ sơ vụ án, Viện kiểm sát nhân dân tối cao phải trả lại hồ sơ vụ án cho Tòa án nhân dân tối cao; c) Trong thời hạn 02 tháng kể từ ngày nhận được hồ sơ vụ án, Chánh án Tòa án nhân dân tối cao, Viện trưởng Viện kiểm sát nhân dân tối cao phải quyết định kháng nghị hoặc quyết định không kháng nghị giám đốc thẩm hoặc tái thẩm; d) Trong thời hạn 07 ngày kể từ ngày bản án có hiệu lực pháp luật, người bị kết án được gửi đơn xin ân giảm lên Chủ tịch nước; đ) Bản án tử hình được thi hành nếu Chánh án Tòa án nhân dân tối cao và Viện trưởng Viện kiểm sát nhân dân tối cao không kháng nghị theo thủ tục giám đốc thẩm hoặc tái thẩm và người bị kết án không có đơn xin ân giảm lên Chủ tịch nước. Trường hợp bản án tử hình bị kháng nghị theo thủ tục giám đốc thẩm hoặc tái thẩm mà Hội đồng giám đốc thẩm, Hội đồng tái thẩm Tòa án nhân dân tối cao quyết định không chấp nhận kháng nghị và giữ nguyên bản án tử hình thì Tòa án nhân dân tối cao phải thông báo ngay cho người bị kết án biết để họ làm đơn xin ân giảm hình phạt tử hình; e) Trường hợp người bị kết án có đơn xin ân giảm hình phạt tử hình thì bản án tử hình được thi hành sau khi Chủ tịch nước bác đơn xin ân giảm.",Luật Hành chính
"Xếp loại chấp hành án phạt tù 1. Trong thời gian chấp hành án phạt tù, phạm nhân được nhận xét, đánh giá kết quả chấp hành án phạt tù theo tuần, tháng, quý, 06 tháng, 01 năm. Việc nhận xét, đánh giá phải bảo đảm khách quan, công bằng, công khai, dân chủ và bảo đảm tính liên tục. 2. Căn cứ kết quả thực hiện các tiêu chuẩn thi đua chấp hành án phạt tù, nội quy cơ sở giam giữ phạm nhân, học tập, lao động cải tạo, kết quả khắc phục hậu quả do hành vi phạm tội gây ra để nhận xét, đánh giá và xếp loại chấp hành án phạt tù cho phạm nhân theo một trong các mức tốt, khá, trung bình, kém. 3. Kết quả xếp loại chấp hành án phạt tù theo quý, 06 tháng, 01 năm phải bằng văn bản, được lưu hồ sơ phạm nhân. Phạm nhân lập công thì được nâng mức xếp loại chấp hành án phạt tù. 4. Chính phủ quy định chi tiết Điều này.",Luật Hình sự
"Thẩm tra dự án đầu tư 1. Đối với dự án đầu tư trong nước, dự án có vốn đầu tư nước ngoài có quy mô vốn đầu tư từ ba trăm tỷ đồng Việt Nam trở lên và dự án thuộc Danh mục dự án đầu tư có điều kiện thì phải thực hiện thủ tục thẩm tra để được cấp Giấy chứng nhận đầu tư. 2. Thời hạn thẩm tra đầu tư không quá ba mươi ngày kể từ ngày nhận đủ hồ sơ hợp lệ; trường hợp cần thiết, thời hạn trên có thể kéo dài nhưng không quá bốn mươi lăm ngày. 3. Đối với dự án quan trọng quốc gia thì Quốc hội quyết định chủ trương đầu tư và quy định tiêu chuẩn dự án, Chính phủ quy định trình tự, thủ tục thẩm tra và cấp Giấy chứng nhận đầu tư. 4. Chính phủ quy định việc phân cấp thẩm tra và cấp Giấy chứng nhận đầu tư.",Luật Hành chính
"Thủ tục đăng ký đầu tư đối với dự án có vốn đầu tư nước ngoài 1. Đối với dự án có vốn đầu tư nước ngoài có quy mô vốn đầu tư dưới ba trăm tỷ đồng Việt Nam và không thuộc Danh mục lĩnh vực đầu tư có điều kiện thì nhà đầu tư làm thủ tục đăng ký đầu tư tại cơ quan nhà nước quản lý đầu tư cấp tỉnh để được cấp Giấy chứng nhận đầu tư. 2. Hồ sơ đăng ký đầu tư bao gồm: a) Văn bản về các nội dung quy định tại khoản 3 Điều 45 của Luật này; b) Báo cáo năng lực tài chính của nhà đầu tư; c) Hợp đồng liên doanh hoặc hợp đồng BCC, Điều lệ doanh nghiệp (nếu có). 3. Cơ quan nhà nước quản lý đầu tư cấp tỉnh cấp Giấy chứng nhận đầu tư trong thời hạn mười lăm ngày kể từ ngày nhận đủ hồ sơ đăng ký đầu tư hợp lệ.",Luật Hành chính
"Trường hợp không nhất trí kiến nghị, đề nghị thì Hội đồng Thẩm phán Tòa án nhân dân tối cao phải thông báo bằng văn bản và nêu rõ lý do cho cá nhân, cơ quan đã kiến nghị, đề nghị; e) Mọi diễn biến tại phiên họp xem xét kiến nghị, đề nghị và các quyết định được thông qua tại phiên họp phải được ghi vào biên bản phiên họp và lưu hồ sơ xem xét kiến nghị, đề nghị; g) Trong thời hạn 05 ngày làm việc, kể từ ngày kết thúc phiên họp xem xét kiến nghị, đề nghị xem xét lại quyết định của Hội đồng Thẩm phán Tòa án nhân dân tối cao, Hội đồng Thẩm phán Tòa án nhân dân tối cao gửi cho Viện trưởng Viện kiểm sát nhân dân tối cao, Ủy ban tư pháp của Quốc hội văn bản thông báo về việc Hội đồng Thẩm phán Tòa án nhân dân tối cao nhất trí hoặc không nhất trí với kiến nghị, đề nghị xem xét lại quyết định của Hội đồng Thẩm phán Tòa án nhân dân tối cao. 4. Theo yêu cầu của Ủy ban thường vụ Quốc hội hoặc khi có quyết định của Hội đồng Thẩm phán Tòa án nhân dân tối cao về việc mở phiên họp để xem xét lại quyết định của Hội đồng Thẩm phán Tòa án nhân dân tối cao quy định tại điểm đ khoản 3 Điều này thì Chánh án Tòa án nhân dân tối cao tổ chức việc nghiên cứu hồ sơ vụ án, xác minh, thu thập tài liệu, chứng cứ trong trường hợp cần thiết. Việc nghiên cứu hồ sơ vụ án, xác minh, thu thập tài liệu, chứng cứ phải làm rõ có hay không có vi phạm pháp luật nghiêm trọng hoặc tình tiết quan trọng mới có thể làm thay đổi cơ bản nội dung quyết định của Hội đồng Thẩm phán Tòa án nhân dân tối cao.",Luật Khác
